idgruplac,verificado,tipo,nombre,lugar,fecha,disponibilidad,url,nombre_comercial,nombre_proyecto,institucion,autores
00000000005833,True,Computacional,ALGORITMO DE CLASIFICACIÓN DE CAFÉ CEREZA VARIEDAD CASTILLA,Colombia,2019,Restringido,CORPORACIÓN UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA,,,CORPORACIÓN UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA,"LUIS FERNANDO ALAPE REALPE, JULIO EDUARDO MEJIA MANZANO, VICTOR HUGO PINTO RODRIGUEZ"
00000000005833,True,Computacional,MODULO DE COMINUCACIÓN PARA MAQUINA DE CONSOLIDACIÓN UNIDIMENSIONAL,Colombia,2019,Restringido,CORPORACIÓN UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA,,,CORPORACIÓN UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA,JULIO EDUARDO MEJIA MANZANO
00000000005833,True,Computacional,SISTEMA DE MONITOREO REMOTO PARA CULTIVOS EN INVERNADERO,Colombia,2019,Restringido,CORPORACIÓN UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA,SISTEMA DE MONITOREO REMOTO PARA CULTIVOS EN INVERNADERO,,CORPORACIÓN UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA,"JULIO EDUARDO MEJIA MANZANO, DAVID ARMANDO REVELO LUNA, JHON ALEXANDER GUERRERO NARVAEZ"
00000000005833,True,Computacional,VEGATATIVE INDEX CALCULATION,Colombia,2019,Restringido,CORPORACIÓN UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA,VEGATATIVE INDEX CALCULATION,,CORPORACIÓN UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA,"JULIO EDUARDO MEJIA MANZANO, JOSE MANUEL GUANARITA CASTILLO, DIEGO RIVERA VASQUEZ"
00000000005833,True,Computacional,APLICACIÓN PARA LA MEDICIÓN DE PULSOS DE CORAZÓN,Colombia,2019,Restringido,CORPORACIÓN UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA,,,CORPORACIÓN UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA,"DIEGO ANDRES CAMPO CEBALLOS, JULIO EDUARDO MEJIA MANZANO"
00000000008156,True,Computacional,TRANSITO,Colombia,2017,Restringido,UNIVERSIDAD DEL CAUCA,TRANSITO. ANALISIS DE LA SERIE HISTORICA ESTACIONES DE CONTEO Y CALCULO DE ESPECTROS DE CARGA,,UNIVERSIDAD DEL CAUCA,EFRAIN DE JESUS SOLANO FAJARDO
00000000008156,True,Computacional,SIMCAR,Colombia,2017,Restringido,UNIVERSIDAD DEL CAUCA,SIMCAR. SIMULACION DE LA CIRCULACION DE VEHICULOS EN CARRETERAS DE UNA CALZADA Y DOS CALZADAS,,UNIVERSIDAD DEL CAUCA,"EFRAIN DE JESUS SOLANO FAJARDO, CARLOS ALBERTO ARBOLEDA VELEZ"
00000000005833,True,Computacional,SISTEMA DE INFORMACIÓN DE PROCESAMIENTO DE IMÁGENES Y VISUALIZACIÓN DE NDVI GEOREFENCIADO,Colombia,2019,Restringido,CORPORACIÓN UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA,SISTEMA DE INFORMACIÓN DE PROCESAMIENTO DE IMAGENES Y VISUALIZACIÓN DE NDVI GEOREFENCIADO,,CORPORACIÓN UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA,"JULIO EDUARDO MEJIA MANZANO, DAVID ARMANDO REVELO LUNA, JOSE MANUEL GUANARITA CASTILLO, DIEGO RIVERA VASQUEZ, FRANCISCO JAVIER OBANDO VIDAL, BIBIANA PATRICIA MONTOYA BONILLA"
00000000008160,True,Computacional,MAFUS (Management Application for User Stations),Colombia,2005,Restringido,UNIVERSIDAD DEL CAUCA,MAFUS,,UNIVERSIDAD DEL CAUCA,"EVA JULIANA MAYA ORTIZ, GUEFRY LEYDER AGREDO MENDEZ, NATALIA CAROLINA MAYA ORTIZ"
00000000002157,True,Computacional,Portal de la Comunidad de Actores de Ciencia y Tecnología de los Departamentos del Pacífico Colombiano,Colombia,2002,Restringido,No Aplica,Comunidad de Actores de Ciencia y Tecnología de los Departamentos del Pacífico Colombiano,Red de actores regionales de ciencia y tecnología de los departamentos del pacifico Colombiano,No Aplica,"MARTHA ELIANA MENDOZA BECERRA, CARLOS ALBERTO COBOS LOZADA, ROBERTO CARLOS NARANJO"
00000000006175,True,Computacional,DESARROLLO DE UNA APLICACIÓN MÓVIL PARA CONTROL DEL PROTOTIPO PARA REHABILITACIÓN DE TOBILLO,Colombia,2020,Restringido,CORPORACIÓN UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA,DESARROLLO DE UNA APLICACIÓN MÓVIL PARA CONTROL DEL PROTOTIPO PARA REHABILITACIÓN DE TOBILLO,,CORPORACIÓN UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA,"SAUL EDUARDO RUIZ SARZOSA, VICTORIA EUGENIA PATINO ARENAS, JULIO EDUARDO MEJIA MANZANO, DAVID ARMANDO REVELO LUNA, DIANA JIMENA LOPEZ MESA"
00000000008159,True,Computacional,FarmBrain,Colombia,2020,No restringido,Ecotecma SAS,FarmBrain,,Ecotecma SAS,"JUAN FERNANDO CASANOVA OLAYA, MARIA CRISTINA ORDONEZ DIAZ"
00000000006175,True,Computacional,SISTEMA DE CONTROL DE POSICIÓN PARA PROTOTIPO DE PRONO-SUPINACIÓN EN PACIENTES CON PROBLEMAS DE MIEMBRO SUPERIOR,Colombia,2020,Restringido,CORPORACIÓN UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA,,,CORPORACIÓN UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA,"VICTORIA EUGENIA PATINO ARENAS, JULIO EDUARDO MEJIA MANZANO, SAUL EDUARDO RUIZ SARZOSA, LAURA DANIELA ORDIEREZ ZUNIGA"
00000000000694,True,Computacional,RoboSurgery,Colombia,2013,Restringido,UNIVERSIDAD DEL CAUCA,RoboSurgery,Herramienta software para la práctica y experimentación de la robótica quirúrgica,UNIVERSIDAD DEL CAUCA,"OSCAR ANDRES VIVAS ALBAN, DIEGO ENRIQUE GUZMAN VILLAMARIN"
00000000000694,True,Computacional,BREAST ELASTOGRAPHY TOOLKIT (BELA TOOLKIT),Colombia,2018,Restringido,UNIVERSIDAD DEL CAUCA,BREAST ELASTOGRAPHY TOOLKIT (BELA TOOLKIT),,UNIVERSIDAD DEL CAUCA,"JULIAN ANTONIO VILLAMARIN MUNOZ, JOSE FERNANDO BARRERA CAMPO, JESUS DAVID RAMIREZ MEDINA, CARLOS ALBERTO GAVIRIA LOPEZ, ELENA MUNOZ ESPANA"
00000000008160,True,Computacional,PLATAFORMA CIBELES: CONSULTA DE INFORMACIÓN BASADA EN LOCALIZACIÓN ESPACIAL,Colombia,2011,Restringido,No Aplica,CIBELES,MINISERIO DEL INTERIOR-DIRECCION NACIONAL DE DERECHO DE AUTOR-UNIDAD ADMINISTRATIVA ESPECIAL-OFICINA DE REGISTRO,No Aplica,"JUAN CARLOS CORRALES MUNOZ, APOLINAR FIGUEROA"
00000000000694,True,Computacional,PICAFÉ 1.0,Colombia,2019,Restringido,Sistema General de Regalías,PICAFE 1.0,,Sistema General de Regalías,"DIEGO ANDRES CAMPO CEBALLOS, CARLOS ALBERTO GAVIRIA LOPEZ"
00000000008160,True,Computacional,MVA: MODULO DE VARIABLES AMBIENTALES BAJO UNA PERSPECTIVA DE ARQUITECTURA BASADA EN SERVICIOS,Colombia,2011,Restringido,No Aplica,MVA,MINISTERIO DEL INTERIOR - DIRECCION NACIONAL DE DERECHO DE AUTOR - UNIDAD ADMINISTRATIVA ESPECIAL - OFICINA DE REGISTRO,No Aplica,"JUAN CARLOS CORRALES MUNOZ, APOLINAR FIGUEROA"
00000000006175,True,Computacional,MONITOREO DE PARAMETROS EN TIEMPO REAL CON CONEXIÓN REMOTO A LA NUBE Y PROTECCIÓN DE USUARIOS,Colombia,2018,Restringido,Instituto Colombiano Del Petróleo,safewireless monitor,,Instituto Colombiano Del Petróleo,"LUZ ADRIANA PLAZAS PEMBERTHY, CARLOS AUGUSTO ANDRADE ERASO, ALVARO PRADA VELASQUEZ"
00000000002157,True,Computacional,SPAR ¿ Repositorio de Acceso Público basado en SCORM (SCORM Public Access Repository),Colombia,2007,Restringido,Microsoft Research / Universidad del Cauca,,,Microsoft Research / Universidad del Cauca,"CARLOS ALBERTO COBOS LOZADA, MARTHA ELIANA MENDOZA BECERRA, ERWIN MEZA VEGA, JESUS EDUARDO MUNOZ SILVA, JORGE GIRALDO"
00000000006505,True,Computacional,Playdisgram,Colombia,2020,Restringido,Colegio Mayor Del Cauca - Institución Universitaria,Playdisgram,,Colegio Mayor Del Cauca - Institución Universitaria,"KATERINE MARCELES VILLALBA, DANIEL ALEXANDER FAJARDO ORDONEZ, EDUAR RUIZ GOMEZ, NELSON ALEJANDRO HOYOS HURTADO, GABRIEL ELIAS CHANCHI GOLONDRINO"
00000000002157,True,Computacional,INDEPENDENCIA: JUEGO DE ESTRATEGIA EN 3D BASADO EN HECHOS IMPORTANTES DE LA CAMPAÑA LIBERTADORA DE COLOMBIA,Colombia,2007,Irrestricta,UNIVERSIDAD DEL CAUCA,,,UNIVERSIDAD DEL CAUCA,"NORMAN HERNANDO MUNOZ FANDINO, WILLIAM RIVERA, CARLOS ALBERTO COBOS LOZADA"
00000000002157,True,Computacional,"COMUNIDAD VIRTUAL DE SALUD PARA APOYAR LOS PROCESOS DE PREVENCION, DIAGNOSTICO Y CONTROL DE LA TUBERCULOSIS EN EL DEPARTAMENTO DEL CAUCA - COLOMBIA",Colombia,2008,Restringido,UNIVERSIDAD DEL CAUCA,"COMUNIDAD VIRTUAL DE SALUD PARA APOYAR LOS PROCESOS DE PREVENCION, DIAGNOSTICO Y CONTROL DE LA TUBERCULOSIS EN EL DEPARTAMENTO DEL CAUCA - COLOMBIA",DERAUTOR:13-19-352,UNIVERSIDAD DEL CAUCA,"LUZ MARINA SIERRA MARTINEZ, ROBERTO CARLOS NARANJO, WILSON ORTEGA, SANDRA ROA"
00000000002157,True,Computacional,EAV MOBILE DIAGNOSTIC,Colombia,2010,Restringido,No Aplica,,,No Aplica,CARLOS ALBERTO COBOS LOZADA
00000000002157,True,Computacional,CMIN 1.0 ¿ HERRAMIENTA CASE PARA EL SOPORTE DE PROYECTOS DE MINERÍA DE DATOS BASADO EN CRISP-DM,Colombia,2010,Restringido,UNIVERSIDAD DEL CAUCA,,CMIN 1.0 ¿ HERRAMIENTA CASE PARA EL SOPORTE DE PROYECTOS DE MINERÍA DE DATOS BASADO EN CRISP-DM,UNIVERSIDAD DEL CAUCA,CARLOS ALBERTO COBOS LOZADA
00000000002157,True,Computacional,EWA: COMUNIDAD VIRTUAL DE APOYO A LOS PROCESOS DE ETNOEDUCACIÓN DE LA COMUNIDAD NASA,Colombia,2010,Restringido,No Aplica,EWA: COMUNIDAD VIRTUAL DE APOYO A LOS PROCESOS DE ETNOEDUCACIÓN DE LA COMUNIDAD NASA,Comunidad Virtual de Apoyo a los Procesos de Etnoeducación de la Comunidad Indígena Nasa,No Aplica,"LUZ MARINA SIERRA MARTINEZ, ROBERTO CARLOS NARANJO, TULIO ENRIQUE ROJAS CURIEUX, DIEGO BENAVIDES RODRIGUEZ, OSCAR ANDRES BENAVIDES RODRIGUEZ, RONALD ARBELAEZ, WILLIAM IDROBO, JOSE LUIS LOPEZ, FREDDY MINA, WILLIAM RUIZ, GERMAN VELASCO"
00000000002157,True,Computacional,CAIF-PFT,Colombia,2011,No restringido,No Aplica,CAIF-PFT,DIRECCION NACIONAL DE DERECHO DE AUTOR,No Aplica,NESTOR DIAZ MARINO
00000000002157,True,Computacional,Aprendiendo Sistemas Operativos,Colombia,2011,No restringido,No Aplica,Aprendiendo Sistemas Operativos,,No Aplica,ERWIN MEZA VEGA
00000000002157,True,Computacional,Guía para la priorización de riesgos en proyectos de TI,Colombia,2013,Restringido,UNIVERSIDAD DEL CAUCA,Guía para la priorización de riesgos en proyectos de TI,,UNIVERSIDAD DEL CAUCA,"DEISY JOANA ANDRADE, LUISA FERNANDA MOSQUERA, LUZ MARINA SIERRA MARTINEZ"
00000000002157,True,Computacional,Micromundo Nasa yuwe's piyaaka,Colombia,2013,Restringido,Unicauca - Colciencias,Micromundo Nasa yuwe's piyaaka,,Unicauca - Colciencias,"LUZ MARINA SIERRA MARTINEZ, EDINSON ALFONSO SOLARTE CAMAYO, JORGE ARMANDO VILLEGAS"
00000000002157,True,Computacional,Gestión de proyectos de desarrollo de software educativo para la comunidad nasa,Colombia,2013,Restringido,Unicauca - Colciencias,Gestión de proyectos de desarrollo de software educativo para la comunidad nasa,,Unicauca - Colciencias,"LUZ MARINA SIERRA MARTINEZ, TULIO ENRIQUE ROJAS CURIEUX, JORGE ARMANDO VILLEGAS, ERWIN MEZA VEGA, CARLOS ALBERTO COBOS LOZADA"
00000000005833,True,Computacional,SISTEMA DE VISIÓN DE NIVEL Y TAPA,Colombia,2019,Restringido,CORPORACIÓN UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA,SISTEMA DE VISIÓN DE NIVEL Y TAPA,,CORPORACIÓN UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA,"HELMER PAZ OROZCO, JULIO EDUARDO MEJIA MANZANO"
00000000012001,True,Multimedia,Namui Wam: Hablemos y juguemos,Colombia,2016,Restringido,FUNDACION UNIVERSITARIA DE POPAYAN,Namui Wam: hablemos y juguemos,,FUNDACION UNIVERSITARIA DE POPAYAN,FABIO NEBARDO GEMBUEL TUNUBALA
00000000005833,True,Computacional,MECAARM V0.1,Colombia,2019,Restringido,CORPORACIÓN UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA,MECAARM V0.1,,CORPORACIÓN UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA,"JULIO EDUARDO MEJIA MANZANO, DIEGO ANDRES CAMPO CEBALLOS"
00000000004806,True,Computacional,SOFTWARE CAUCAFE DE LA FINCA,Colombia,2015,Restringido,CORPORACIÓN UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA,SOFTWARE CAUCAFE DE LA FINCA,,CORPORACIÓN UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA,INGRID PAOLA SOLANO BENITEZ
00000000008516,True,Computacional,OPERACIONES CON CONJUNTOS,Colombia,2017,Restringido,Colegio Mayor Del Cauca - Institución Universitaria,,,Colegio Mayor Del Cauca - Institución Universitaria,"ALBERTO BRAVO BUCHELY, DAYNER ORDONEZ LOPEZ"
00000000007601,True,Computacional,GaMotion,Colombia,2020,No restringido,UNIVERSIDAD DEL CAUCA,GaMotion,,UNIVERSIDAD DEL CAUCA,"PAULA ANDREA MORA PEDREROS, MANUEL JOSE SANTIAGO PAJAJOYO, GUSTAVO EDUARDO CONSTAIN MORENO, ANDRES FABIAN ARIAS NORENA"
00000000007601,True,Multimedia,Plataforma Kplace Marketplace,Colombia,2019,Restringido,KCUMEN DIGITAL SAS.,Kplace Marketplace,,KCUMEN DIGITAL SAS.,ANDRES FABIAN ARIAS NORENA
00000000008516,True,Computacional,Objeto de Aprendizaje Factorización de polinomios,Colombia,2016,Restringido,Colegio Mayor Del Cauca - Institución Universitaria,,,Colegio Mayor Del Cauca - Institución Universitaria,"DAYNER ORDONEZ LOPEZ, ALBERTO BRAVO BUCHELY"
00000000008516,True,Computacional,OBJETO VIRTUAL DE APRENDIZAJE OPERACIONES CON POLINOMIOS,Colombia,2016,Restringido,No Aplica,,,No Aplica,DAYNER ORDONEZ LOPEZ
00000000005833,True,Computacional,FILTRO DE PARTÍCULAS PARA SEGUIMIENTO DE OBJETOS EN SECUENCIAS DE VIDEO EMPLEANDO HISTOGRAMAS HSV Y VELOCIDAD DE MOVIMIENTO,Colombia,2019,Restringido,No Aplica,ASFP V 1.0,,No Aplica,DIEGO ANTONIO LEGARDA CORDOBA
00000000008516,True,Computacional,Objeto Virtual de Aprendizaje Ecuaciones e Inecuaciones,Colombia,2016,Restringido,Colegio Mayor Del Cauca - Institución Universitaria,,,Colegio Mayor Del Cauca - Institución Universitaria,"DAYNER ORDONEZ LOPEZ, ALBERTO BRAVO BUCHELY"
00000000008516,True,Computacional,Objeto Virtual de Aprendizaje Ecuaciones e Inecuaciones,Colombia,2016,Restringido,INSTITUCION UNUVERSITARIA COLEGIO MAYOR DEL CAUCA,,,INSTITUCION UNUVERSITARIA COLEGIO MAYOR DEL CAUCA,ALBERTO BRAVO BUCHELY
00000000008516,True,Computacional,Herramienta para la clasificación de contenido musical,Colombia,2016,Restringido,Colegio Mayor Del Cauca - Institución Universitaria,,,Colegio Mayor Del Cauca - Institución Universitaria,"DAYNER ORDONEZ LOPEZ, ALBERTO BRAVO BUCHELY, GABRIEL ELIAS CHANCHI GOLONDRINO, FRANCO ARTURO URBANO ORDONEZ, WILMAR YESID CAMPO MUNOZ"
00000000004806,True,Computacional,SISTEMA DE INFORMACIÓN PARA EL ACUEDUCTO DE SAN ROQUE,Colombia,2014,Restringido,CORPORACIÓN UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA,,,CORPORACIÓN UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA,INGRID PAOLA SOLANO BENITEZ
00000000004806,True,Computacional,GESTIÓN DOCUMENTAL DE ARCHIVOS,Colombia,2014,Restringido,CORPORACIÓN UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA,,,CORPORACIÓN UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA,"INGRID PAOLA SOLANO BENITEZ, ANYELA MARCELA RIVERA MERA"
00000000004806,True,Computacional,MODULO PQRS,Colombia,2014,Restringido,CORPORACIÓN UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA,,,CORPORACIÓN UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA,INGRID PAOLA SOLANO BENITEZ
00000000004806,True,Computacional,MODULO BIENESTAR SNIES,Colombia,2014,Restringido,CORPORACIÓN UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA,,,CORPORACIÓN UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA,INGRID PAOLA SOLANO BENITEZ
00000000008516,True,Computacional,Conversion Base N,Colombia,2016,Restringido,Colegio Mayor Del Cauca - Institución Universitaria,,,Colegio Mayor Del Cauca - Institución Universitaria,"DAYNER ORDONEZ LOPEZ, ALBERTO BRAVO BUCHELY"
00000000004806,True,Computacional,MODULO CONSULTORIA,Colombia,2015,Restringido,CORPORACIÓN UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA,,,CORPORACIÓN UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA,INGRID PAOLA SOLANO BENITEZ
00000000015254,True,Computacional,SISTEMA DE CONTROL DE POSICIÓN PARA PROTOTIPO DE PRONO-SUPINACIÓN EN PACIENTES CON PROBLEMAS DE MIEMBRO SUPERIOR,Colombia,2020,No restringido,CORPORACIÓN UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA,SISTEMA DE CONTROL DE POSICIÓN PARA PROTOTIPO DE PRONO-SUPINACIÓN EN PACIENTES CON PROBLEMAS DE MIEMBRO SUPERIOR,,CORPORACIÓN UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA,"JULIO EDUARDO MEJIA MANZANO, LAURA DANIELA ORDIEREZ ZUNIGA"
00000000004806,True,Computacional,MODULO PAZ Y SALVO,Colombia,2015,Restringido,CORPORACIÓN UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA,,,CORPORACIÓN UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA,INGRID PAOLA SOLANO BENITEZ
00000000004806,True,Computacional,MODULO PROYECTOS DE INVESTIGACIÓN,Colombia,2015,Restringido,CORPORACIÓN UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA,,,CORPORACIÓN UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA,INGRID PAOLA SOLANO BENITEZ
00000000004806,True,Computacional,SISTEMA DE INFORMACIÓN ACUEDUCTO SAN ROQUE V2,Colombia,2015,Restringido,CORPORACIÓN UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA,,,CORPORACIÓN UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA,INGRID PAOLA SOLANO BENITEZ
00000000004806,True,Computacional,Juego Binarios V1.0,Colombia,2018,Restringido,CORPORACIÓN UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA,Juego Binarios V1.0,,CORPORACIÓN UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA,"GABRIEL ELIAS CHANCHI GOLONDRINO, CLARA LUCIA BURBANO GONZALEZ, JULIO RICARDO MARTINEZ MONTEZUMA"
00000000004806,True,Computacional,NumbersV1.0,Colombia,2019,Restringido,CORPORACIÓN UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA,NumbersV1.0,,CORPORACIÓN UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA,"CLARA LUCIA BURBANO GONZALEZ, GABRIEL ELIAS CHANCHI GOLONDRINO, JULIO RICARDO MARTINEZ MONTEZUMA, GUSTAVO EDUARDO CONSTAIN MORENO"
00000000004806,True,Computacional,Framework para la creación de dataset de programación genética relacionado con coberturas vegetales utilizando imágenes satelitales,Colombia,2019,Restringido,CORPORACIÓN UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA,FPGIS-19,,CORPORACIÓN UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA,JULIAN FERNANDO MUNOZ ORDONEZ
00000000008516,True,Multimedia,Objeto de Aprendizaje para la enseñanza del Calculo I,Colombia,2011,Restringido,No Aplica,Objeto de Aprendizaje para el estudio del Calculo I,Institucion Universitaria Colegio Mayor del Cauca,No Aplica,DAYNER ORDONEZ LOPEZ
00000000011727,True,Computacional,software kite kiwe versión 2.0,Colombia,2019,Restringido,FUNDACION UNIVERSITARIA DE POPAYAN,software Kite Kiwe,,FUNDACION UNIVERSITARIA DE POPAYAN,"KELLY GIOVANNA MUNOZ BALCAZAR, YULI SIDNEY GARCES BOLANOS"
00000000011727,True,Computacional,Softaware de lengua Kitek Kiwe,Colombia,2016,Restringido,FUNDACION UNIVERSITARIA DE POPAYAN,Software de lengua Kitek Kiwe,,FUNDACION UNIVERSITARIA DE POPAYAN,"KELLY GIOVANNA MUNOZ BALCAZAR, YULI SIDNEY GARCES BOLANOS, JOSE ARMANDO ORDONEZ CORDOBA"
00000000008516,True,Multimedia,Claustro de la Encarnación Primer Sitio Para la Educación de la Mujer en Colombia,Colombia,2013,Restringido,Colegio Mayor Del Cauca - Institución Universitaria,Claustro de la Encarnación Primer Sitio Para la Educación de la Mujer en Colombia,Claustro de la Encarnación Primer Sitio Para la Educación de la Mujer en Colombia,Colegio Mayor Del Cauca - Institución Universitaria,DAYNER ORDONEZ LOPEZ
00000000002936,True,Computacional,SOFTWARE EDUCATIVO Y PROGRAMA INTERACTIVO PARA EL DESARROLLO DEL LENGUAJE EN EL NIVEL SEMANTICO.,Colombia,2014,Restringido,UNIVERSIDAD DEL CAUCA,SOFTWARE EDUCATIVO Y PROGRAMA INTERACTIVO PARA EL DESARROLLO DEL LENGUAJE EN EL NIVEL SEMANTICO.,,UNIVERSIDAD DEL CAUCA,"ISABEL MUNOZ ZAMBRANO, MIRIAM IVONNE CAMPO SARZOSA"
00000000008516,True,Computacional,Sistema de Información para la Gestión Administrativa y de Inventario para la Chatarreria la 12,Colombia,2011,Restringido,Colegio Mayor Del Cauca - Institución Universitaria,Sistema de Información Chatarreria,Sistema de Información para la Gestión Administrativa y de Inventario para la Chatarreria la 12,Colegio Mayor Del Cauca - Institución Universitaria,ALBERTO BRAVO BUCHELY
00000000008516,True,Computacional,Objeto de Aprendizaje Operaciones con Polinomios,Colombia,2016,Restringido,Colegio Mayor Del Cauca - Institución Universitaria,,,Colegio Mayor Del Cauca - Institución Universitaria,"ALBERTO BRAVO BUCHELY, DAYNER ORDONEZ LOPEZ"
00000000008516,True,Computacional,Sistema de Registros para Situaciones que afectan los Derechos Humanos en Comunidades Indígenas del Departamento del Cauca,Colombia,2007,Restringido,Consejo Regional Indigena Del Cauca CRIC,No Aplica,CONSEJO REGIONAL INDIGENA DEL CAUCA -CRIC,Consejo Regional Indigena Del Cauca CRIC,DAYNER ORDONEZ LOPEZ
00000000005833,True,Computacional,DIAGNÓSTICO DE PATOLOGÍAS DEL PIE POR MEDIO DEL PROCESAMIENTO DE IMÁGENES,Colombia,2020,Restringido,CORPORACIÓN UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA,PODOSCONET,,CORPORACIÓN UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA,"DIEGO ANDRES CAMPO CEBALLOS, ANGELA MARIA MUNOZ MOLANO"
00000000005833,True,Computacional,SISTEMA DE CONTROL DE POSICIÓN PARA PROTOTIPO DE PRONO-SUPINACIÓN EN PACIENTES CON PROBLEMAS DE MIEMBRO SUPERIOR,Colombia,2020,Restringido,CORPORACIÓN UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA,SISTEMA DE CONTROL DE POSICIÓN PARA PROTOTIPO DE PRONO-SUPINACIÓN EN PACIENTES CON PROBLEMAS DE MIEMBRO SUPERIOR,,CORPORACIÓN UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA,"JULIO EDUARDO MEJIA MANZANO, SAUL EDUARDO RUIZ SARZOSA, VICTORIA EUGENIA PATINO ARENAS, LAURA DANIELA ORDIEREZ ZUNIGA"
00000000005833,True,Computacional,DESARROLLO DE UNA APLICACIÓN MÓVIL PARA CONTROL DEL PROTOTIPO PARA REHABILITACIÓN DE TOBILLO,Colombia,2020,Restringido,CORPORACIÓN UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA,APLICACIÓN MÓVIL PARA CONTROL DEL PROTOTIPO PARA REHABILITACIÓN DE TOBILLO,,CORPORACIÓN UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA,"SAUL EDUARDO RUIZ SARZOSA, DAVID ARMANDO REVELO LUNA, JULIO EDUARDO MEJIA MANZANO, VICTORIA EUGENIA PATINO ARENAS, DIANA JIMENA LOPEZ MESA, DANIEL MARTINEZ COLLAZOS"
00000000020815,True,Computacional,Módulo de Captura de Información (MCI),Colombia,2017,Restringido,Sistema General de Regalías,,,Sistema General de Regalías,"OMAR ALEJANDRO SOTELO TORRES, CARLOS HERNAN SIERRA TORRES"
00000000006505,True,Computacional,Sistema de Información Académico y de Gestión - SIAG,Colombia,2011,Restringido,Colegio Mayor Del Cauca - Institución Universitaria,Sistema de Información Académico y de Gestión - SIAG,Institución Universitaria Colegio Mayor del Cauca,Colegio Mayor Del Cauca - Institución Universitaria,FREDY ALONSO VIDAL ALEGRIA
00000000008151,True,Computacional,Sistema de asistencia a la conducción (SAC) de vehículos automotores basado en procesamiento digital de imágenes y sensores complementarios,Colombia,2018,Restringido,UNIVERSIDAD DEL CAUCA,,,UNIVERSIDAD DEL CAUCA,JULIAN FERNANDO MUNOZ ORDONEZ
00000000020815,True,Computacional,Módulo de Análisis de la Situación en Salud Ambiental (MASSA),Colombia,2016,Restringido,Sistema General de Regalías,,,Sistema General de Regalías,"CARLOS HERNAN SIERRA TORRES, JOSE ARMANDO ORDONEZ CORDOBA, CLAUDIA PATRICIA ACOSTA ASTAIZA"
00000000010589,True,Computacional,Art -Risk 3.0,España,2019,No restringido,Universidad Pablo de Olavide de Sevilla,Art -Risk 3.0,,Universidad Pablo de Olavide de Sevilla,"MARIA ISABEL TURBAY VARONA, ANDRES JOSE PRIETO IBANEZ, PILAR ORTIZ CALDERON, DANIEL CAGIGAS MUNIZ, JUAN MANUEL MACIAS BERNAL, ROCIO ORTIZ CALDERON"
