idcvlac,autor,nombre,tipo,verificado,nombre_comercial,contrato_registro,lugar,fecha,palabras,areas,sectores
0000411884,RICHARD MARCELO IMBACHI CHAVEZ,Prototipo de Bicicleta electrica solar ebike solar,Industrial,True,,,Colombia,2019,solar;e-bike,Ingeniería y Tecnología;Otras Ingenierías y Tecnologías;Ingeniería Industrial,Desarrollo Urbano
0000411884,RICHARD MARCELO IMBACHI CHAVEZ,Prototipo de Bicicleta electrica de carga ebike cargo,Industrial,True,,,Colombia,2019,e-bike,Ingeniería y Tecnología;Otras Ingenierías y Tecnologías;Ingeniería Industrial,Fabricación y montaje de vehículos automotores
0000411884,RICHARD MARCELO IMBACHI CHAVEZ,Prototipo de triciclo electrico para niños ebike,Industrial,True,,,Colombia,2019,e-bike,Ingeniería y Tecnología;Otras Ingenierías y Tecnologías;Ingeniería Industrial,No Aplica
0000411884,RICHARD MARCELO IMBACHI CHAVEZ,MADERAS AGLOMERADAS DE CAFE,Industrial,False,,,Colombia,2019,aglomerados;cafe;Innovacion;residuos;UEES;TRL,Ingeniería y Tecnología;Otras Ingenierías y Tecnologías;Ingeniería Industrial,"Desarrollo de nuevos materiales, Agricultura, pecuaria, silvicultura, explotación forestal"
0000411884,"RICHARD MARCELO IMBACHI CHAVEZ, SANDRO MAURICIO RAMOS VELASCO, GUSTAVO PEREZ GUERRERO, YINET VANESA HOYOS BOLANOS, MARIA CAMILA AYALA GIRON",Bioproducto de Placa para bioconstruccion,Industrial,False,,,Colombia,2022,Arquitectura;Logistica;residuos;TRL;UEES,"Ingeniería y Tecnología;Biotecnología Industrial;Bioproductos (Productos que se Manufacturan Usando Biotecnología), Biomateriales, Bioplásticos, Biocombustibles, Materiales Nuevos Bioderivados, Químicos Finos Bioredivados","Agricultura, pecuaria, silvicultura, explotación forestal"
0000411884,"NELSON FABIAN CHANTRE SANCHEZ, RICHARD MARCELO IMBACHI CHAVEZ",SOFTWARE DE ALERTA TEMPRANA PARA EL APROVECHAMIENTO DE RESIDUOS DE CAFÉ EN LA CONSTRUCCIÓN DE AGLOMERADOS,Industrial,True,,,Colombia,2019,residuos;app;cafe;Logistica;aglomerados,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería de Sistemas y Comunicaciones, Ingeniería y Tecnología;Otras Ingenierías y Tecnologías;Ingeniería Industrial","Logística de transporte, almacenamiento y comunicaciones"
0001341288,JOSE LUIS JURADO MUNOZ,Aplicacion de las metodologia TSP i en el uso de herramientas software,Industrial,True,Herramienta de Apoyo Institucional en recursos Audiovisuales,18-06-008,Colombia,2008,No Aplica,No Aplica,No Aplica
0000374156,"HECTOR SAMUEL VILLADA CASTILLO, ALCY RENE CERON MOSQUERA, SUSANA CAJIAO",MATERIAL COMPUESTO A PARTIR DE AFRECHO DE YUCA PARA LA FABRICACIÓN DE RECIPIENTES Y ENVASES BIODEGRADABLES,Industrial,True,,,Colombia,2018,Afrecho de Yuca;Biodegradable;Biodegradable Packaging;Empaques semirrigidos biodegradables;Materiales Biodegradables;Harina De Yuca;fibra de fique;Fibras naturales;Cassava;contenedores semirrigidos,Ingeniería y Tecnología;Otras Ingenierías y Tecnologías;Otras Ingenierías y Tecnologías,No Aplica
0000374156,"HECTOR SAMUEL VILLADA CASTILLO, JUAN PABLO CASTANEDA, DIANA PAOLA NAVIA PORRAS, PELÍCULAS BIODEGRADABLES FLEXIBLES COMPUESTAS POR ALMIDÓN DE YUCA, ACIDO POLILÁCTICO Y",POLICAPROLACTONA,Industrial,True,,,Colombia,2011,No Aplica,No Aplica,No Aplica
0000374156,"HECTOR SAMUEL VILLADA CASTILLO, GERMAN ANTONIO ARBOLEDA MUNOZ, JHON JAIRO PALECHOR TROCHEZ, PEDRO ALBAN BOLANOS, DIEGO FABIAN JOAQUI DAZA",Bolsa de Almacigo,Industrial,True,,,Colombia,2016,Biodegradable Packaging;Biodegradable Polymers;Biodegradabilidad;Extrusión doble tornillo;Innovación;Patentes,Ingeniería y Tecnología;Otras Ingenierías y Tecnologías;Otras Ingenierías y Tecnologías,Desarrollo de nuevos materiales
0000374156,"HECTOR SAMUEL VILLADA CASTILLO, DIANA PAOLA NAVIA PORRAS, JUAN PABLO CASTANEDA, MATERIAL COMPUESTO POR HARINA DE YUCA",FIBRA DE FIQUE Y GLICERINA,Industrial,True,,,Colombia,2011,No Aplica,No Aplica,No Aplica
0000374156,"HECTOR SAMUEL VILLADA CASTILLO, KAREN DELGADO DELGADO, GIOVANNI ALEJANDRO VARONA BELTRAN, CAMILO ELIAS MONTILLA BUITRAGO",Peliculas flexibles para la fabricación de guantes para el consumo humano,Industrial,True,,,Colombia,2016,No Aplica,Ingeniería y Tecnología;Otras Ingenierías y Tecnologías;Otras Ingenierías y Tecnologías,Desarrollo de nuevos materiales
0000374156,"HECTOR SAMUEL VILLADA CASTILLO, KAREN DELGADO DELGADO, ALCY RENE CERON MOSQUERA, SUSANA CAJIAO, CAMILO ELIAS MONTILLA BUITRAGO",Plato desechable Biodegradable,Industrial,True,,,Colombia,2016,No Aplica,Ingeniería y Tecnología;Otras Ingenierías y Tecnologías;Otras Ingenierías y Tecnologías,Desarrollo de nuevos materiales
0001494077,CLAUDIA ANDREA SUAREZ RAMOS,BEBIDA ENERGIZANTE A BASE DE ALOE VERA,Industrial,True,,,Colombia,2019,No Aplica,No Aplica,No Aplica
0001380950,FREDY EDUARDO LOPEZ DAZA,"Planos, Memorias y Cantidades y Presupuestos de obra para 24 trapiches Paneleros Pilotos",Industrial,True,Modeos de adecuación de infraestructura panelera,No aplica,Colombia,2007,No Aplica,No Aplica,No Aplica
0001378150,"ALCY RENE CERON MOSQUERA, SUSANA CAJIAO, KAREN DELGADO DELGADO, CAMILO ELIAS MONTILLA BUITRAGO, HECTOR SAMUEL VILLADA CASTILLO",PLATO DESECHABLE BIODEGRADABLE ELABORADO A PARTIR DE HARINA DE YUCA,Industrial,True,,,Colombia,2016,recipientes biodegradables;biodegradabilidad;Fibra de fique,Ciencias Agrícolas;Biotecnología Agrícola;Biotecnología Agrícola y de Alimentos,Desarrollo de nuevos materiales
0001674199,MONICA ALEJANDRA MORENO RUANO,Prototipo recuperación de cianuro,Industrial,True,,,Colombia,2019,No Aplica,Ingeniería y Tecnología;Ingeniería Química;Ingeniería Química (Plantas y Productos),"Captación, tratamiento y distribución de agua, limpieza urbana, aguas residuales y actividades conexas"
0001004654,DANIEL RODRIGO ORTEGA ALEGRIA,TransesterificaSound,Industrial,True,,,Colombia,2018,biodiesel;Cavitacion;cavitation;Piezoelectrico;reactor ;reactor ultrasonico,"Ingeniería y Tecnología;Ingeniería Química;Ingeniería Química (Plantas y Productos), Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería Eléctrica y Electrónica, Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Robótica y Control Automático",Fabricación de productos químicos
0001004654,"DANIEL RODRIGO ORTEGA ALEGRIA, CARLOS FELIPE LOPEZ CORDOBA, JULIO ANDRES MOSQUERA BOLANOS, JULIAN ANDRES CAICEDO MUNOZ",Sistema Electromecánico para el Conteo y Clasificación de Peces Alevinos,Industrial,True,,,Colombia,2019,No Aplica,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería Eléctrica y Electrónica, Ciencias Naturales;Ciencias Físicas;Óptica",Pesca acuicultura y maricultura
0001008501,DIDIER VERA HERNANDEZ,DISEÑO E IMPLEMENTACIÓN DE PROTOTIPO AUTOMATIZADO PARA LA PRODUCCIÓN DE ALMIDON DE YUCA,Industrial,True,,,Colombia,2015,No Aplica,No Aplica,No Aplica
0001008501,"DIDIER VERA HERNANDEZ, DISEÑO E IMPLEMENTACION DE UN PROPOTIPO PARA LA SELECCION Y CLASIFICACION POR COLOR DEL GRANO DE CAFE CEREZA",BASADO EN TECNICAS DE VISION ARTIFICIAL Y REDES NEUROLALES,Industrial,True,,,Colombia,2015,robot movil;sistema de control,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Robótica y Control Automático",No Aplica
0001240285,GUILLERMO ALBERTO CAMACHO MUNOZ,SISTEMA DE ADQUISICIÓN DE SEÑALES EMG,Industrial,False,,,Colombia,2010,No Aplica,No Aplica,No Aplica
0000102065,JEISON JAVIER TACUE GONZALEZ,Prototipo de Medición y Monitoreo de energía electrica para robot bipedo,Industrial,True,,,Colombia,2016,No Aplica,No Aplica,No Aplica
0000035637,MARTHA LUCIA OROZCO GUTIERREZ,PERI Plataforma para Emulación remota en ingeniería,Industrial,False,PERI,234-2005,Colombia,2008,No Aplica,No Aplica,No Aplica
0000390003,"OSCAR AMAURY ROJAS ALVARADO, ANDRES JAVIER ECHEVERRI MUNOZ, JORGE OLMEDO GOMEZ MONDRAGON, FRED EDUARDO MORALES BITAR",Sistema de Telemetría y Telecontrol del Servicio de Energía Eléctrico,Servicios,True,,,Colombia,2003,Power Line Communication PLC;Domótica;Telemetría,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería Eléctrica y Electrónica",Fabricación de material electrónico y de aparatos y equipos de comunicación
0000390003,"OSCAR AMAURY ROJAS ALVARADO, JUAN BERNARDO GUZMAN",Automatización de Procesos con Profibus y Wonderware Suite 2000,Industrial,True,,,Colombia,2001,Profibus;SCADA;Wonderware,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería Eléctrica y Electrónica",Actividades de asesoramiento y consultoría a las empresas
0000390003,"OSCAR AMAURY ROJAS ALVARADO, JAMES ALIRIO CHAVES",Servidor RsView32 para el Control de Procesos Distribuidos,Industrial,True,,,Colombia,2002,OPC;SCADA;Rsview32,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería Eléctrica y Electrónica",Actividades de asesoramiento y consultoría a las empresas
0000390003,OSCAR AMAURY ROJAS ALVARADO,PROTOTIPO DE GESTION DE CAMPAÑAS BATCH PARA LA EMPRESA OMNICON S.A,Industrial,False,,,Colombia,2013,No Aplica,No Aplica,No Aplica
0000390003,OSCAR AMAURY ROJAS ALVARADO,PROTOTIPO SOFTWARE PARA EL INTERCAMBIO ESTANDARIZADO DE INFORMACIÓN DEL MÓDULO PP-PI DE SAP/R3 PARA LA EMPRESA OMNICON S.A,Industrial,False,,,Colombia,2013,No Aplica,No Aplica,No Aplica
0000390003,OSCAR AMAURY ROJAS ALVARADO,PROTOTIPO DE AUTOMATIZACIÓN DE LOS FLUJOS DE TRABAJO PARA EL DEPARTAMENTO DE TALENTO HUMANO EN LA EMPRESA OMNICON S.A,Industrial,False,,,Colombia,2013,No Aplica,No Aplica,No Aplica
0000718890,PABLO EDUARDO CAICEDO RODRIGUEZ,COLLAR PARA LA DETECCIÓN DE ESTRO EN BOVINOS,Industrial,False,,,Colombia,2021,No Aplica,No Aplica,No Aplica
0000868183,"JULIAN DARIO MIRANDA CALLE, WILSON JAVIER ARENAS LOPEZ, SERGIO ALEXANDER SALINAS",Sistema de Localización no Ionizante de Orificios de Bolqueo Distal para un Clavo Intramedular Femoral Anterógrado,Industrial,True,,,Colombia,2016,Instrumentación Médica,Ingeniería y Tecnología;Ingeniería Médica;Ingeniería Médica,Fabricación de equipos de instrumentación médico
0000868183,"ALIX ANGARITA CASTILLO, NELSON FERNANDO MONROY RIOS, SERGIO ALEXANDER SALINAS",Sistema de Monitoreo y Detección de Accidentes de Motocicletas,Industrial,True,,,Colombia,2016,e-Salud;Bioingeniería;Internet de las cosas,Ingeniería y Tecnología;Ingeniería Médica;Ingeniería Médica,Fabricación y montaje de vehículos automotores
0000264644,"CAROLINA GONZALEZ SERRANO, JORGE ADRIAN MUNOZ VELASCO, EDWARD ALEXIS MOLINA RIVERA",Construyendo mi Conocimiento,Servicios,True,,,Colombia,2016,No Aplica,No Aplica,No Aplica
0000264644,"CAROLINA GONZALEZ SERRANO, DAVID SANTIAGO GARCIA CHICANGANA, OSCAR SANTIAGO LOPEZ ERAZO",ExploraGo : Prototipo móvil basado en el contexto para fomentar el aprendizaje activo en museos,Industrial,True,,,Colombia,2019,No Aplica,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería de Sistemas y Comunicaciones",No Aplica
0000264644,CAROLINA GONZALEZ SERRANO,Cooper. VideoJuego para soportar procesos de evaluacion formativa en el aula,Servicios,True,,,Colombia,2017,No Aplica,No Aplica,No Aplica
0000264644,"ANDREA MARCELA ORTIZ SAMBONI, CAROLINA GONZALEZ SERRANO",Terra Explora. VideoJuego Multijugador con Realidad Aumentada,Servicios,True,,,Colombia,2018,No Aplica,No Aplica,No Aplica
0000264644,CAROLINA GONZALEZ SERRANO,Tsiunas. Videojuego para prevención de violencias y masculinidades corresponsables,Servicios,True,,,Colombia,2018,No Aplica,No Aplica,No Aplica
0000264644,CAROLINA GONZALEZ SERRANO,Cuetaya Tierra de Colores,Servicios,True,,,Colombia,2019,No Aplica,No Aplica,No Aplica
0000892980,CESAR JESUS PARDO CALVACHE,Herramienta para la armonización e integración de marcos de calidad,Industrial,True,HProcessTOOL,CR-28- 2012,España,2012,No Aplica,No Aplica,No Aplica
0000394718,"IVAN DARIO LOPEZ GOMEZ, OMAR AUGUSTO ESTRADA RAMIREZ, LAURA RESTREPO URIBE, JUAN FERNANDO CAMPUZANO VALLEJO",Foamed hot melt extrusion for extended release amorphous solid solution,Industrial,True,,,Colombia,2020,No Aplica,No Aplica,No Aplica
0000394718,"IVAN DARIO LOPEZ GOMEZ, JUAN FERNANDO CAMPUZANO VALLEJO",TWO STEPS REACTIVE COMPOUNDING FOR IMPROVEMENT OF MECHANICAL PROPERTIES IN BIOPOLYMER FORMULATIONS,Industrial,True,,,Colombia,2020,No Aplica,No Aplica,No Aplica
0000394718,"ALEXANDER HERNANDEZ MUNOZ, IVAN DARIO LOPEZ GOMEZ",Envase para mejora de la vida de anaquel de productos perecederos,Industrial,True,,,Colombia,2017,Contacto con alimentos;Vida de anaquel;Perecederos,Ingeniería y Tecnología;Otras Ingenierías y Tecnologías;Otras Ingenierías y Tecnologías,Fabricación de productos químicos
0000264636,JULIO ARIEL HURTADO ALEGRIA,Análisis de la línea de productos SINCO-LP,Industrial,True,,,Colombia,2003,Línea de productos;Framework;Análisis de Dominio,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería Eléctrica y Electrónica",Desarrollo de programas (software) y prestación de servicios en informática
0000232610,"JAIRO ALEJANDRO GOMEZ ESCOBAR, JESUS MARTIN TALAVERA PORTOCARRERO, LUIS EDUARDO TOBON LLANO, MARIA ALEJANDRA CULMAN FORERO, JUAN MANUEL ARANDA LOPEZ KING, LUIS ALFREDO QUIROZ PRADA, LUIS ERNESTO GARRETA UNIGARRO",Aplicación para la identificación de deficiencias nutricionales en palma de aceite usando el Internet de las Cosas,Servicios,True,,,Colombia,2016,Agricultura;Internet de las Cosas (IoT),"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería Eléctrica y Electrónica","Agricultura, pecuaria, silvicultura, explotación forestal"
0000232610,"JAIRO ALEJANDRO GOMEZ ESCOBAR, JESUS MARTIN TALAVERA PORTOCARRERO, LUIS EDUARDO TOBON LLANO, MARIA ALEJANDRA CULMAN FORERO, JUAN MANUEL ARANDA LOPEZ KING, LUIS ALFREDO QUIROZ PRADA, LUIS ERNESTO GARRETA UNIGARRO",Monitorización y geolocalización de ruido en la ciudad usando el Internet de las Cosas,Servicios,True,,,Colombia,2016,Internet de las Cosas (IoT);Visión por computador;Agricultura de precisión;Palma de aceite,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería Eléctrica y Electrónica","Agricultura, pecuaria, silvicultura, explotación forestal"
0000283860,PABLO MAGE IMBACHI,SISTEMA DE INFRAESTRUCTURA DE MEDICIÓN AVANZADA SOPORTADO EN SISTEMA PARA MONITOREO DEL ESTADO DE CONEXIÓN DE MEDIDORES A SU RESPECTIVO TRANSFORMADOR,Servicios,False,,,Colombia,2017,No Aplica,No Aplica,No Aplica
0000232211,"SANDRA MILENA ROA MARTINEZ, MARITZA FERNANDA MERA GAONA",PROTOTIPO DE SISTEMA DE RECUPERACIÓN DE IMÁGENES MICROSCÓPICAS BASADA EN CONTENIDO VISUAL PARA EL ASESORAMIENTO DEL DIAGNÓSTICO DEL CONDILOMA PLANO VIRAL,Servicios,True,,,Colombia,2012,No Aplica,No Aplica,No Aplica
0000232211,"MARITZA FERNANDA MERA GAONA, SANDRA MILENA ROA MARTINEZ",Prototipo de sistema de control parental basado en estimación automática de edad extraída de imágenes faciales,Industrial,True,,,Colombia,2017,No Aplica,No Aplica,No Aplica
0000921220,HUGO ORDONEZ ERASO,Analisador Español,Industrial,True,Analizador Español,,Colombia,2010,No Aplica,No Aplica,No Aplica
0000642452,"SORY ALEXANDER MORALES FERNANDEZ, CLAUDIA LORENA PAREDES, CARLOS ALBERTO GOMEZ",Casetas para venta de revistas. Popayán,Industrial,True,Diseño mobiliario urbano: casetas de revistas Popayán,,Colombia,2009,DISEÑO;PARQUE,Humanidades;Arte;Arquitectura y Urbanismo,Desarrollo Urbano
0000692662,CLARA INES URIBE GIRALDO,Sensibilización afianzamiento de la identidad cultural y turística para la niñez del Departamento del Cauca,Industrial,True,tampu niñoS,Contrato Mincultura Concertación 0828-06,Colombia,2006,Inclusión digital;Patrimonio cultural;Sensibilización;TICs,"Ciencias Naturales;Computación y Ciencias de la Información;Ciencias de la Computación, Ciencias Sociales;Ciencias de la Educación;Educación General (Incluye Capacitación, Pedagogía)",Desarrollo de programas (software) y prestación de servicios en informática
0000004636,JOSE ALFONSO ESPADA VILLAQUIRAN,Hilos Abisales: Línea contemporánea de joyería en plata y seda,Industrial,False,Hilos Abisales,,Colombia,2009,No Aplica,No Aplica,No Aplica
0001481292,"DORA MARCELA BENITEZ RAMIREZ, CRISTIAN EDUARDO RINCON BOSIGAS",Prototipo de Muestreo Hi-vol PM10,Industrial,True,,,Colombia,2014,No Aplica,"Ingeniería y Tecnología;Ingeniería Ambiental;Sensores Remotos, Ingeniería y Tecnología;Ingeniería Ambiental;Minería y Procesamiento de Minerales, Ingeniería y Tecnología;Ingeniería Ambiental;Ingeniería del Petróleo (Combustibles, Aceites), Energía y Combustibles, Ingeniería y Tecnología;Ingeniería Ambiental;Ingeniería Ambiental y Geológica, Ingeniería y Tecnología;Ingeniería Mecánica;Ingeniería Mecánica, Ingeniería y Tecnología;Ingeniería Mecánica;Mecánica Aplicada, Ingeniería y Tecnología;Ingeniería Mecánica;Termodinámica, Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Automatización y Sistemas de Control, Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Hardware y Arquitectura de Computadores, Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería Eléctrica y Electrónica, Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería de Sistemas y Comunicaciones, Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Robótica y Control Automático, Ingeniería y Tecnología;Otras Ingenierías y Tecnologías;Ingeniería Industrial, Ingeniería y Tecnología;Otras Ingenierías y Tecnologías;Otras Ingenierías y Tecnologías",Desarrollo de programas (software) y prestación de servicios en informática
0001481292,"DORA MARCELA BENITEZ RAMIREZ, DIEGO FERNANDO SIERRA RINCON, ALVARO JAVIER TORRES REYES, JHON FERNANDO PEREZ RAMIREZ",Diseño e Implementación de un Prototipo de Precipitador Electrostático para Control de Material Particulado en Zonas de Explotación de Carbón y Producción de Coque,Industrial,True,,,Colombia,2014,diseño de equipos de control de emisiones;Automatización;calidad del aire;;material particulado,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Automatización y Sistemas de Control, Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería Eléctrica y Electrónica, Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería de Sistemas y Comunicaciones, Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Robótica y Control Automático, Ingeniería y Tecnología;Ingeniería Ambiental;Minería y Procesamiento de Minerales, Ingeniería y Tecnología;Ingeniería Ambiental;Sensores Remotos",Fabricación de equipos de instrumentación médico
0001437370,NASLY YANID DELGADO ESPINOSA,Biodiscos para remoción de contaminantes emergentes,Industrial,True,,,Argentina,2017,No Aplica,No Aplica,No Aplica
0001437370,NASLY YANID DELGADO ESPINOSA,Columna de adsorción de lecho fijo y flujo descendente con carbón activado en polvo,Industrial,True,,,Argentina,2019,No Aplica,No Aplica,No Aplica
0001437370,NASLY YANID DELGADO ESPINOSA,Humedales de flujo horizontal para remoción de contaminantes emergentes,Industrial,True,,,Colombia,2018,No Aplica,No Aplica,No Aplica
